raw_sentence,tokens,tokens_no_stop,stemmed,lemmatized
"Although I've seen my share of poor quality films, this set is virtually unwatchable.","['although', 'ive', 'seen', 'my', 'share', 'of', 'poor', 'quality', 'films', 'this', 'set', 'is', 'virtually', 'unwatchable']","['although', 'ive', 'seen', 'share', 'poor', 'quality', 'films', 'set', 'virtually', 'unwatchable']","['although', 'ive', 'seen', 'share', 'poor', 'qualiti', 'film', 'set', 'virtual', 'unwatch']","['although', 'ive', 'seen', 'share', 'poor', 'quality', 'film', 'set', 'virtually', 'unwatchable']"
"Besides the poor quality of the print, title cards are missing, long scenes are cut out, half the heads are not visible in many scenes and they have the most annoying musical score I've ever heard.","['besides', 'the', 'poor', 'quality', 'of', 'the', 'print', 'title', 'cards', 'are', 'missing', 'long', 'scenes', 'are', 'cut', 'out', 'half', 'the', 'heads', 'are', 'not', 'visible', 'in', 'many', 'scenes', 'and', 'they', 'have', 'the', 'most', 'annoying', 'musical', 'score', 'ive', 'ever', 'heard']","['besides', 'poor', 'quality', 'print', 'title', 'cards', 'missing', 'long', 'scenes', 'cut', 'half', 'heads', 'visible', 'many', 'scenes', 'annoying', 'musical', 'score', 'ive', 'ever', 'heard']","['besid', 'poor', 'qualiti', 'print', 'titl', 'card', 'miss', 'long', 'scene', 'cut', 'half', 'head', 'visibl', 'mani', 'scene', 'annoy', 'music', 'score', 'ive', 'ever', 'heard']","['besides', 'poor', 'quality', 'print', 'title', 'card', 'missing', 'long', 'scene', 'cut', 'half', 'head', 'visible', 'many', 'scene', 'annoying', 'musical', 'score', 'ive', 'ever', 'heard']"
I won't waste any more of my time typing or your time reading.,"['i', 'wont', 'waste', 'any', 'more', 'of', 'my', 'time', 'typing', 'or', 'your', 'time', 'reading']","['wont', 'waste', 'time', 'typing', 'time', 'reading']","['wont', 'wast', 'time', 'type', 'time', 'read']","['wont', 'waste', 'time', 'typing', 'time', 'reading']"
"Although $18 for 32 shorts may sound like a good deal, it isn't.","['although', 'for', 'shorts', 'may', 'sound', 'like', 'a', 'good', 'deal', 'it', 'isnt']","['although', 'shorts', 'may', 'sound', 'like', 'good', 'deal', 'isnt']","['although', 'short', 'may', 'sound', 'like', 'good', 'deal', 'isnt']","['although', 'short', 'may', 'sound', 'like', 'good', 'deal', 'isnt']"
Take the $18 and put it toward Chaplin's 3 Essanay Vol's or his 90th anniversary Mutual set.,"['take', 'the', 'and', 'put', 'it', 'toward', 'chaplins', 'essanay', 'vols', 'or', 'his', 'th', 'anniversary', 'mutual', 'set']","['take', 'put', 'toward', 'chaplins', 'essanay', 'vols', 'th', 'anniversary', 'mutual', 'set']","['take', 'put', 'toward', 'chaplin', 'essanay', 'vol', 'th', 'anniversari', 'mutual', 'set']","['take', 'put', 'toward', 'chaplin', 'essanay', 'vols', 'th', 'anniversary', 'mutual', 'set']"
You won't believe the difference.,"['you', 'wont', 'believe', 'the', 'difference']","['wont', 'believe', 'difference']","['wont', 'believ', 'differ']","['wont', 'believe', 'difference']"
"After purchasing those sets, I threw this one away.","['after', 'purchasing', 'those', 'sets', 'i', 'threw', 'this', 'one', 'away']","['purchasing', 'sets', 'threw', 'one', 'away']","['purchas', 'set', 'threw', 'one', 'away']","['purchasing', 'set', 'threw', 'one', 'away']"
Now I'm just waiting for someone to restore Chaplin's Keystone shorts with Mabel Normand.,"['now', 'im', 'just', 'waiting', 'for', 'someone', 'to', 'restore', 'chaplins', 'keystone', 'shorts', 'with', 'mabel', 'normand']","['im', 'waiting', 'someone', 'restore', 'chaplins', 'keystone', 'shorts', 'mabel', 'normand']","['im', 'wait', 'someon', 'restor', 'chaplin', 'keyston', 'short', 'mabel', 'normand']","['im', 'waiting', 'someone', 'restore', 'chaplin', 'keystone', 'short', 'mabel', 'normand']"
These bra inserts are very stiff and tend toslip out of place on your shoulder----they arerather heavy/bulky and more uncomfortable thanhaving a bra strap dig into you!,"['these', 'bra', 'inserts', 'are', 'very', 'stiff', 'and', 'tend', 'toslip', 'out', 'of', 'place', 'on', 'your', 'shoulderthey', 'arerather', 'heavybulky', 'and', 'more', 'uncomfortable', 'thanhaving', 'a', 'bra', 'strap', 'dig', 'into', 'you']","['bra', 'inserts', 'stiff', 'tend', 'toslip', 'place', 'shoulderthey', 'arerather', 'heavybulky', 'uncomfortable', 'thanhaving', 'bra', 'strap', 'dig']","['bra', 'insert', 'stiff', 'tend', 'toslip', 'place', 'shoulderthey', 'arerath', 'heavybulki', 'uncomfort', 'thanhav', 'bra', 'strap', 'dig']","['bra', 'insert', 'stiff', 'tend', 'toslip', 'place', 'shoulderthey', 'arerather', 'heavybulky', 'uncomfortable', 'thanhaving', 'bra', 'strap', 'dig']"
I have sincefound lightweight ones that stay in place allday and were $1.99 a pair--(commonlyfound in the lingerie sections of most dept.stores).,"['i', 'have', 'sincefound', 'lightweight', 'ones', 'that', 'stay', 'in', 'place', 'allday', 'and', 'were', 'a', 'paircommonlyfound', 'in', 'the', 'lingerie', 'sections', 'of', 'most', 'deptstores']","['sincefound', 'lightweight', 'ones', 'stay', 'place', 'allday', 'paircommonlyfound', 'lingerie', 'sections', 'deptstores']","['sincefound', 'lightweight', 'one', 'stay', 'place', 'allday', 'paircommonlyfound', 'lingeri', 'section', 'deptstor']","['sincefound', 'lightweight', 'one', 'stay', 'place', 'allday', 'paircommonlyfound', 'lingerie', 'section', 'deptstores']"
There are two mistakes about this DVD.,"['there', 'are', 'two', 'mistakes', 'about', 'this', 'dvd']","['two', 'mistakes', 'dvd']","['two', 'mistak', 'dvd']","['two', 'mistake', 'dvd']"
"The English title for this Italian movie should be either Bread, Love and Dreams (original: Pane, amore e fantasia) or Bread, Love and Jealousy (original: Pane, amore e gelosia).","['the', 'english', 'title', 'for', 'this', 'italian', 'movie', 'should', 'be', 'either', 'bread', 'love', 'and', 'dreams', 'original', 'pane', 'amore', 'e', 'fantasia', 'or', 'bread', 'love', 'and', 'jealousy', 'original', 'pane', 'amore', 'e', 'gelosia']","['english', 'title', 'italian', 'movie', 'either', 'bread', 'love', 'dreams', 'original', 'pane', 'amore', 'e', 'fantasia', 'bread', 'love', 'jealousy', 'original', 'pane', 'amore', 'e', 'gelosia']","['english', 'titl', 'italian', 'movi', 'either', 'bread', 'love', 'dream', 'origin', 'pane', 'amor', 'e', 'fantasia', 'bread', 'love', 'jealousi', 'origin', 'pane', 'amor', 'e', 'gelosia']","['english', 'title', 'italian', 'movie', 'either', 'bread', 'love', 'dream', 'original', 'pane', 'amore', 'e', 'fantasia', 'bread', 'love', 'jealousy', 'original', 'pane', 'amore', 'e', 'gelosia']"
"The actors Vittorio de Sica, Gina Lollobrigida and Marisa Merlini played in both movies and the product description could easily be related to any of them.","['the', 'actors', 'vittorio', 'de', 'sica', 'gina', 'lollobrigida', 'and', 'marisa', 'merlini', 'played', 'in', 'both', 'movies', 'and', 'the', 'product', 'description', 'could', 'easily', 'be', 'related', 'to', 'any', 'of', 'them']","['actors', 'vittorio', 'de', 'sica', 'gina', 'lollobrigida', 'marisa', 'merlini', 'played', 'movies', 'product', 'description', 'could', 'easily', 'related']","['actor', 'vittorio', 'de', 'sica', 'gina', 'lollobrigida', 'marisa', 'merlini', 'play', 'movi', 'product', 'descript', 'could', 'easili', 'relat']","['actor', 'vittorio', 'de', 'sica', 'gina', 'lollobrigida', 'marisa', 'merlini', 'played', 'movie', 'product', 'description', 'could', 'easily', 'related']"
Both movies were directed by Luigi Comencini and not by Vittorio de Sica.,"['both', 'movies', 'were', 'directed', 'by', 'luigi', 'comencini', 'and', 'not', 'by', 'vittorio', 'de', 'sica']","['movies', 'directed', 'luigi', 'comencini', 'vittorio', 'de', 'sica']","['movi', 'direct', 'luigi', 'comencini', 'vittorio', 'de', 'sica']","['movie', 'directed', 'luigi', 'comencini', 'vittorio', 'de', 'sica']"
Boudu Saved From Drowning is a very famous Jean Renoir movie from 1932.,"['boudu', 'saved', 'from', 'drowning', 'is', 'a', 'very', 'famous', 'jean', 'renoir', 'movie', 'from']","['boudu', 'saved', 'drowning', 'famous', 'jean', 'renoir', 'movie']","['boudu', 'save', 'drown', 'famou', 'jean', 'renoir', 'movi']","['boudu', 'saved', 'drowning', 'famous', 'jean', 'renoir', 'movie']"
"Both Italian movies are very good, but the one star is because of these mistakes.","['both', 'italian', 'movies', 'are', 'very', 'good', 'but', 'the', 'one', 'star', 'is', 'because', 'of', 'these', 'mistakes']","['italian', 'movies', 'good', 'one', 'star', 'mistakes']","['italian', 'movi', 'good', 'one', 'star', 'mistak']","['italian', 'movie', 'good', 'one', 'star', 'mistake']"
"The playing is merely competent, and the singing sounds like jump rope chanting much of the time.","['the', 'playing', 'is', 'merely', 'competent', 'and', 'the', 'singing', 'sounds', 'like', 'jump', 'rope', 'chanting', 'much', 'of', 'the', 'time']","['playing', 'merely', 'competent', 'singing', 'sounds', 'like', 'jump', 'rope', 'chanting', 'much', 'time']","['play', 'mere', 'compet', 'sing', 'sound', 'like', 'jump', 'rope', 'chant', 'much', 'time']","['playing', 'merely', 'competent', 'singing', 'sound', 'like', 'jump', 'rope', 'chanting', 'much', 'time']"
But there are flashes of inspiration.,"['but', 'there', 'are', 'flashes', 'of', 'inspiration']","['flashes', 'inspiration']","['flash', 'inspir']","['flash', 'inspiration']"
"It's unlikely any of these songs will stay with you after the CD is over, nor will you feel much of a draw to put it on again.","['its', 'unlikely', 'any', 'of', 'these', 'songs', 'will', 'stay', 'with', 'you', 'after', 'the', 'cd', 'is', 'over', 'nor', 'will', 'you', 'feel', 'much', 'of', 'a', 'draw', 'to', 'put', 'it', 'on', 'again']","['unlikely', 'songs', 'stay', 'cd', 'feel', 'much', 'draw', 'put']","['unlik', 'song', 'stay', 'cd', 'feel', 'much', 'draw', 'put']","['unlikely', 'song', 'stay', 'cd', 'feel', 'much', 'draw', 'put']"
This is a pretty cool set.,"['this', 'is', 'a', 'pretty', 'cool', 'set']","['pretty', 'cool', 'set']","['pretti', 'cool', 'set']","['pretty', 'cool', 'set']"
The only thing wrong is that is should be a little taller like in the movie.,"['the', 'only', 'thing', 'wrong', 'is', 'that', 'is', 'should', 'be', 'a', 'little', 'taller', 'like', 'in', 'the', 'movie']","['thing', 'wrong', 'little', 'taller', 'like', 'movie']","['thing', 'wrong', 'littl', 'taller', 'like', 'movi']","['thing', 'wrong', 'little', 'taller', 'like', 'movie']"
This set really recreates the tower in the movie.,"['this', 'set', 'really', 'recreates', 'the', 'tower', 'in', 'the', 'movie']","['set', 'really', 'recreates', 'tower', 'movie']","['set', 'realli', 'recreat', 'tower', 'movi']","['set', 'really', 'recreates', 'tower', 'movie']"
The only thing wrong is the door.,"['the', 'only', 'thing', 'wrong', 'is', 'the', 'door']","['thing', 'wrong', 'door']","['thing', 'wrong', 'door']","['thing', 'wrong', 'door']"
"It should be like a prison door like in the movie, not a wooden one.","['it', 'should', 'be', 'like', 'a', 'prison', 'door', 'like', 'in', 'the', 'movie', 'not', 'a', 'wooden', 'one']","['like', 'prison', 'door', 'like', 'movie', 'wooden', 'one']","['like', 'prison', 'door', 'like', 'movi', 'wooden', 'one']","['like', 'prison', 'door', 'like', 'movie', 'wooden', 'one']"
"Some good things about this is only one of two sets that have buckbeak, one of four sets that have a dementor, and only one of two sets that have Sirus Black.","['some', 'good', 'things', 'about', 'this', 'is', 'only', 'one', 'of', 'two', 'sets', 'that', 'have', 'buckbeak', 'one', 'of', 'four', 'sets', 'that', 'have', 'a', 'dementor', 'and', 'only', 'one', 'of', 'two', 'sets', 'that', 'have', 'sirus', 'black']","['good', 'things', 'one', 'two', 'sets', 'buckbeak', 'one', 'four', 'sets', 'dementor', 'one', 'two', 'sets', 'sirus', 'black']","['good', 'thing', 'one', 'two', 'set', 'buckbeak', 'one', 'four', 'set', 'dementor', 'one', 'two', 'set', 'siru', 'black']","['good', 'thing', 'one', 'two', 'set', 'buckbeak', 'one', 'four', 'set', 'dementor', 'one', 'two', 'set', 'sirus', 'black']"
I RECOMEND THAT YOU BUY THIS!!,"['i', 'recomend', 'that', 'you', 'buy', 'this']","['recomend', 'buy']","['recomend', 'buy']","['recomend', 'buy']"
!,[],[],[],[]
"Cake stand is so impressive-lovely to display any type of pastry,or cake.","['cake', 'stand', 'is', 'so', 'impressivelovely', 'to', 'display', 'any', 'type', 'of', 'pastryor', 'cake']","['cake', 'stand', 'impressivelovely', 'display', 'type', 'pastryor', 'cake']","['cake', 'stand', 'impressivelov', 'display', 'type', 'pastryor', 'cake']","['cake', 'stand', 'impressivelovely', 'display', 'type', 'pastryor', 'cake']"
Domed lid is high and very functional-tall enough to cover a large cake or large amount of pastry.,"['domed', 'lid', 'is', 'high', 'and', 'very', 'functionaltall', 'enough', 'to', 'cover', 'a', 'large', 'cake', 'or', 'large', 'amount', 'of', 'pastry']","['domed', 'lid', 'high', 'functionaltall', 'enough', 'cover', 'large', 'cake', 'large', 'amount', 'pastry']","['dome', 'lid', 'high', 'functionaltal', 'enough', 'cover', 'larg', 'cake', 'larg', 'amount', 'pastri']","['domed', 'lid', 'high', 'functionaltall', 'enough', 'cover', 'large', 'cake', 'large', 'amount', 'pastry']"
It is versitile in the way that you can reverse the bottom and top to create a beautiful punch bowl or serving bowl for a bowl-type dessert.,"['it', 'is', 'versitile', 'in', 'the', 'way', 'that', 'you', 'can', 'reverse', 'the', 'bottom', 'and', 'top', 'to', 'create', 'a', 'beautiful', 'punch', 'bowl', 'or', 'serving', 'bowl', 'for', 'a', 'bowltype', 'dessert']","['versitile', 'way', 'reverse', 'bottom', 'top', 'create', 'beautiful', 'punch', 'bowl', 'serving', 'bowl', 'bowltype', 'dessert']","['versitil', 'way', 'revers', 'bottom', 'top', 'creat', 'beauti', 'punch', 'bowl', 'serv', 'bowl', 'bowltyp', 'dessert']","['versitile', 'way', 'reverse', 'bottom', 'top', 'create', 'beautiful', 'punch', 'bowl', 'serving', 'bowl', 'bowltype', 'dessert']"
"As a matter of fact, I was so impressed the day it came in I re-ordered 2 more-one for my mother and 1 for my aunt!!","['as', 'a', 'matter', 'of', 'fact', 'i', 'was', 'so', 'impressed', 'the', 'day', 'it', 'came', 'in', 'i', 'reordered', 'moreone', 'for', 'my', 'mother', 'and', 'for', 'my', 'aunt']","['matter', 'fact', 'impressed', 'day', 'came', 'reordered', 'moreone', 'mother', 'aunt']","['matter', 'fact', 'impress', 'day', 'came', 'reorder', 'moreon', 'mother', 'aunt']","['matter', 'fact', 'impressed', 'day', 'came', 'reordered', 'moreone', 'mother', 'aunt']"
Until now we had never seen a square pedestal & dome!,"['until', 'now', 'we', 'had', 'never', 'seen', 'a', 'square', 'pedestal', 'dome']","['never', 'seen', 'square', 'pedestal', 'dome']","['never', 'seen', 'squar', 'pedest', 'dome']","['never', 'seen', 'square', 'pedestal', 'dome']"
You will not be dissapointed with this piece.,"['you', 'will', 'not', 'be', 'dissapointed', 'with', 'this', 'piece']","['dissapointed', 'piece']","['dissapoint', 'piec']","['dissapointed', 'piece']"
"I ordered this cake plate and dome for my mother, shortly before Thanksgiving of 2002.","['i', 'ordered', 'this', 'cake', 'plate', 'and', 'dome', 'for', 'my', 'mother', 'shortly', 'before', 'thanksgiving', 'of']","['ordered', 'cake', 'plate', 'dome', 'mother', 'shortly', 'thanksgiving']","['order', 'cake', 'plate', 'dome', 'mother', 'shortli', 'thanksgiv']","['ordered', 'cake', 'plate', 'dome', 'mother', 'shortly', 'thanksgiving']"
"The first time it arrived, after 3 weeks, it was in about 1,000 pieces.","['the', 'first', 'time', 'it', 'arrived', 'after', 'weeks', 'it', 'was', 'in', 'about', 'pieces']","['first', 'time', 'arrived', 'weeks', 'pieces']","['first', 'time', 'arriv', 'week', 'piec']","['first', 'time', 'arrived', 'week', 'piece']"
